Region,Site,Area,Note,Locus ID,Original Sort Order,Locus/Wall,Number,Square,Phase,Contextual Integrity (I) Code,Contextual Integrity (I),Phasing of Contents (PoC),Comments,Context,Chapter,Status
Israel,Tel Dor,AH–AI:33,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9811,824,Locus,9811,AH–AI/33,6a,u,unsealed,6a–5?,Unsealed fill above the level of F9828,6b and later, Dor IIA: 5,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9812,825,Locus,9812,AI/32,9,u,unsealed,9,Destruction debris to gray ashy floor,9795, Dor IIA: 9,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9813,826,Locus,9813,AI/32,7d,s,sealed,7d,"Floor makeup of F9712, mudbrick debris to floor",9813, Dor IIA: 9,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9814,827,Locus,9814,AI/32,7b,i,in situ,7a,"Mudbrick debris to floor in courtyard, with several in situ vessels (=F9554?). 7b floor in use until 7a",9300, Dor IIA: 9,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9815,828,Locus,9815,AI/33,7?,u,unsealed,7?,Fill above F9823,7, Dor IIA: 13,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9816,829,Locus,9816,AI/33,7,u,unsealed,7,Fieldstone rubble on floor of “Doreen’s room”,9816, Dor IIA: 10,Final
Israel,Tel Dor,AH–AI:33,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9817,830,Locus,9817,AH–AI/33,6b,u,unsealed,6b,Mudbrick collapse to floor,6b, Dor IIA: 5,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9818,831,Locus,9818,AI/34,5,d?,possibly disturbed,5+4?,"“Assyrian Floor” =F9754. Mudbrick debris south of W9282, possibly contaminated by Phase 4 pit",--, Dor IIA: 11,Final
Israel,Tel Dor,AG:33–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9819,832,Locus,9819,AG/33–34,2/3?,u,unsealed,2–3,Unsealed sump below level of phase 1b paving,--, Dor IIIA: 5,Not Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9820,833,Locus,9820,AI/32,5?/4?,d,disturbed,5?+4?,L9558+L9820 = possible late Iron Age Pit below “Ilan’s Sump” L9048.,--, Dor IIIA: 12,Not Final
Israel,Tel Dor,AG:33–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9821,834,Locus,9821,AG/33,2/3?,u,unsealed,2/3?,Unsealed fill below paving stones 9426,--, Dor IIIA: 5,Not Final
Israel,Tel Dor,AG:33–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9822,835,Locus,9822,AG/33,2/3?,u,unsealed,2/3?,Unsealed fill below paving stones 9426,--, Dor IIIA: 5,Not Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9823,836,Locus,9823,AI/33,7?/8??,u,unsealed,⪰8,Fill to floor fragment near junction of W9262b and W9275,8 and 7, Dor IIA: 13,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9824,837,Locus,9824,AI/32,7b/7c?,u,unsealed,7,"Floor makeup of F9554, mudbrick debris to floor",9300, Dor IIA: 9,Final
Israel,Tel Dor,AH–AI:33,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 9825,838,Wall,9825,AH–AI/33,6–9,--,--,--,=W9211 fieldstone wall,--, Dor IIA: 5,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9826,839,Locus,9826,AI/32,9,u,unsealed,9,"Floor makeup of F9559, fill to destruction",9795 upper, Dor IIA: 9,Final
Israel,Tel Dor,AH–AI:33,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9827,840,Locus,9827,AH–AI/33,6b,u,unsealed,6b,Mudbrick platform,6b, Dor IIA: 5,Final
Israel,Tel Dor,AH–AI:33,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9828,841,Locus,9828,AH–AI/33,6a,u,unsealed,6a–5?,Unsealed fill to F9828,6 and later, Dor IIA: 5,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9829,842,Locus,9829,AI/32,9,s,sealed,9,Destruction layer,9795 east, Dor IIA: 9,Final
Israel,Tel Dor,AH–AI:33,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9830,843,Locus,9830,AH–AI/33,6b,u,unsealed,6,Unsealed fill below F9828,6, Dor IIA: 5,Final
Israel,Tel Dor,AH–AI:33,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9831,844,Locus,9831,AH–AI/33,6b,u,unsealed,6,Unsealed fill below F9828,6, Dor IIA: 5,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9832,845,Locus,9832,AI/32,9/10a?,u,unsealed,9/10a?,"Destruction layer to floor, possibly mixed with some pre-destruction material",9795 west, Dor IIA: 9,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9833,846,Locus,9833,AI/34,4,u,unsealed,4,Pit 9751 (L9751 = L9785 = L9833),Pit 9751, Dor IIIA: 10,Not Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9834,847,Locus,9834,AI/32,8,s,sealed,8,"Floor makeup of F9813, mudbrick debris to floor",18053, Dor IIA: 9,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9835,848,Locus,9835,AI/33,7?/8??,u,unsealed,7?+8?,"“Doreen’s room”, brown fill, probably went through Phase 7 floor",8 and 7, Dor IIA: 10,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9836,849,Locus,9836,AI/33,8/7??,u,unsealed,7+8,From F9823 to F18040,8 and 7, Dor IIA: 13,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9837,850,Locus,9837,AI/34,5?,u,unsealed,5+6,Mudbrick debris?,6 and later, Dor IIA: 11,Final
Israel,Tel Dor,AH–AI:33,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9838,851,Locus,9838,AH–AI/33,--,n,non-stratified,--,Cleaning,6, Dor IIA: 5,Final
Israel,Tel Dor,AG:33–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 9839,852,Wall,9839,AG/33,3,--,--,--,Ashlar pier and rubble wall (≡ W9278 = W9279); reused as foundation of W9287,--, Dor IIIA: 5,Not Final
Israel,Tel Dor,AG:33–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 9840,853,Wall,9840,AG/33,3,--,--,--,Rubble wall section?,--, Dor IIIA: 5,Not Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 9841,854,Wall,9841,AI/33,7,--,--,--,Fieldstone wall,9816, Dor IIA: 10,Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9842,855,Locus,9842,AI/33,7,u,unsealed,7,Fill to ghost floor in “Doreen’s room”,9816, Dor IIA: 10,Final
Israel,Tel Dor,AH–AI:33,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9843,856,Locus,9843,AH–AI/33,--,--,--,--,Not excavated,--, Dor IIA: 5,Final
